d;h;l;c;o;v
2014-09-16;1395,29;1384,55;1395,29;1392,319;68389559
2014-09-17;1409,125;1399,286;1407,04;1399,45;71976328
2014-09-18;1416,799;1406,835;1416,79;1407,289;82579686
2014-09-19;1424,222;1418,232;1421,482;1424,222;94950713
2014-09-22;1423,598;1412,786;1418,29;1416,252;72992109
2014-09-23;1417,478;1405,32;1405,32;1416,713;102297591
2014-09-24;1411,23;1399,401;1411,23;1405,502;96157043
2014-09-25;1413,881;1391,01;1393,09;1408,197;90015802
2014-09-26;1400,307;1387,307;1396,198;1394,083;74080508
2014-09-29;1400,108;1384,087;1392,39;1397,1;60114655
2014-09-30;1403,216;1390,891;1403,0;1393,749;92260819
2014-10-01;1399,805;1381,586;1381,59;1396,485;91865086
2014-10-02;1382,22;1353,927;1353,93;1382,098;93888646
2014-10-03;1371,424;1360,972;1369,516;1362,474;70507572
2014-10-06;1380,733;1365,673;1365,71;1374,867;71789007
2014-10-07;1364,044;1337,627;1337,63;1364,044;99528681
2014-10-08;1336,432;1325,991;1331,83;1333,3;92358150
2014-10-09;1348,811;1316,146;1322,31;1345,437;105996577
2014-10-10;1316,931;1297,465;1302,344;1310,238;112370991
2014-10-13;1308,016;1289,334;1294,64;1292,478;86439344
2014-10-14;1308,93;1287,734;1307,86;1290,109;114656188
2014-10-15;1309,028;1269,91;1269,91;1308,755;146778058
2014-10-16;1285,335;1246,563;1271,01;1276,405;173247467
2014-10-17;1310,457;1267,778;1310,457;1274,157;132124911
2014-10-20;1310,827;1293,236;1306,44;1310,462;105786889
2014-10-21;1338,124;1301,513;1338,12;1306,947;128065883
2014-10-22;1348,152;1334,13;1344,34;1343,777;111846223
2014-10-23;1363,702;1336,111;1361,88;1345,385;117755045
2014-10-24;1367,342;1353,817;1358,573;1367,342;123410715
2014-10-27;1374,066;1348,787;1360,33;1373,922;95895821
2014-10-28;1381,291;1364,859;1380,83;1366,942;110014735
2014-10-29;1393,464;1383,485;1389,95;1385,946;97180084
2014-10-30;1398,023;1379,908;1397,18;1396,391;88454140
2014-10-31;1414,076;1404,185;1412,844;1413,425;54650100
2014-11-03;1414,933;1396,229;1399,05;1413,686;84075367
2014-11-04;1407,506;1397,336;1399,87;1398,59;83275201
2014-11-05;1414,091;1406,491;1414,09;1407,85;86403747
2014-11-06;1422,61;1406,309;1415,3;1409,372;109312617
2014-11-07;1422,115;1404,984;1410,883;1419,363;79948048
2014-11-10;1417,946;1406,708;1417,82;1410,226;59820985
2014-11-11;1425,063;1418,782;1424,93;1420,44;67533751
2014-11-12;1426,14;1408,86;1408,86;1424,92;71171996
2014-11-13;1423,134;1412,677;1422,76;1417,684;77097098
2014-11-14;1424,395;1411,582;1415,601;1424,395;68520533
2014-11-17;1421,817;1408,353;1419,92;1409,469;56352130
2014-11-18;1432,38;1419,311;1432,38;1421,294;76922483
2014-11-19;1432,583;1426,039;1428,01;1432,254;59938528
2014-11-20;1430,414;1418,614;1423,71;1429,373;76496558
2014-11-21;1447,526;1424,163;1447,526;1424,935;104511100
2014-11-24;1456,594;1445,149;1456,59;1445,75;71481016
2014-11-25;1467,974;1455,354;1467,36;1455,581;83968907
2014-11-26;1474,891;1455,499;1457,811;1467,868;64787558
2014-11-27;1467,307;1458,617;1465,957;1460,322;49913287
2014-11-28;1466,15;1453,769;1461,338;1466,073;82823150
2014-12-01;1456,9;1447,781;1450,03;1454,215;79058311
2014-12-02;1463,438;1447,974;1450,068;1455,818;74997632
2014-12-03;1466,018;1452,126;1464,835;1452,153;79110569
2014-12-04;1471,922;1447,18;1447,82;1467,745;83995128
2014-12-05;1474,699;1455,926;1474,699;1457,411;76363811
2014-12-08;1472,656;1466,192;1467,883;1470,312;54877538
2014-12-09;1466,467;1447,957;1452,241;1457,405;82331947
2014-12-10;1462,711;1450,487;1452,802;1454,805;74415510
2014-12-11;1459,454;1445,449;1454,45;1450,149;78887998
2014-12-12;1450,461;1425,859;1425,859;1448,891;78463111
2014-12-15;1438,391;1408,749;1408,75;1428,372;88175734
2014-12-16;1414,6;1386,607;1413,58;1411,365;142390103
2014-12-17;1409,123;1397,796;1405,35;1402,136;109715040
2014-12-18;1441,851;1419,991;1441,85;1424,007;103013043
2014-12-19;1456,506;1435,273;1452,357;1452,06;111573289
2014-12-22;1465,329;1453,662;1461,75;1453,662;69701717
2014-12-23;1472,004;1460,18;1470,489;1462,111;54787171
2014-12-29;1479,367;1470,663;1478,93;1473,008;53992538
2014-12-30;1476,332;1463,129;1464,548;1475,49;62781506
2015-01-02;1472,609;1460,667;1463,78;1470,546;45386012
2015-01-05;1467,694;1453,532;1454,81;1460,885;35664462
2015-01-07;1441,308;1421,34;1421,34;1432,3;115963532
2015-01-08;1458,17;1428,536;1456,72;1439,201;109138548
2015-01-09;1460,988;1439,151;1444,464;1453,512;82942696
2015-01-12;1460,112;1444,551;1453,64;1455,538;81148431
2015-01-13;1468,854;1449,841;1465,66;1451,122;98764967
2015-01-14;1459,685;1434,79;1434,79;1454,852;118208036
2015-01-15;1458,005;1421,837;1457,36;1446,458;155081961
2015-01-16;1470,473;1447,415;1468,898;1451,472;101829848
2015-01-19;1479,808;1466,777;1476,31;1473,848;79331848
2015-01-20;1498,269;1480,622;1491,59;1480,864;130150176
2015-01-21;1501,222;1483,261;1501,22;1496,282;94540884
2015-01-22;1526,458;1501,484;1523,8;1503,964;124910615
2015-01-23;1540,909;1530,358;1536,39;1533,168;123660170
2015-01-26;1554,7;1527,364;1554,7;1530,402;91622861
2015-01-27;1554,66;1525,442;1533,37;1548,967;129116148
2015-01-28;1562,54;1539,147;1562,54;1548,19;149680574
2015-01-29;1570,838;1550,107;1570,39;1554,843;150315188
2015-01-30;1582,104;1572,551;1573,622;1575,982;133077075
2015-02-02;1579,021;1567,634;1575,95;1576,169;98332622
2015-02-03;1594,634;1581,156;1593,42;1581,45;106454695
2015-02-04;1596,268;1574,0;1579,31;1592,025;116647242
2015-02-05;1588,319;1572,721;1586,13;1573,289;124942088
2015-02-06;1601,125;1580,987;1599,551;1586,511;95454556
2015-02-09;1593,178;1582,565;1591,4;1591,149;93119305
2015-02-10;1605,936;1583,038;1602,74;1592,196;98418902
2015-02-11;1604,966;1589,363;1593,03;1600,608;215976303
2015-02-12;1631,271;1594,3;1624,35;1594,598;149988316
2015-02-13;1643,845;1628,484;1642,042;1630,786;99900216
2015-02-16;1644,291;1637,17;1644,29;1640,04;62302390
2015-02-17;1639,077;1625,192;1630,99;1638,616;99568738
2015-02-18;1652,381;1634,668;1652,15;1634,668;103306468
2015-02-19;1662,24;1642,602;1662,24;1648,183;101261368
2015-02-20;1665,07;1652,854;1664,332;1659,845;84101832
2015-02-23;1679,49;1667,684;1679,48;1672,829;97057493
2015-02-24;1685,646;1666,934;1683,92;1680,849;80976660
2015-02-25;1685,665;1675,384;1678,73;1681,745;75454164
2015-02-26;1686,055;1678,196;1684,83;1678,196;62735092
2015-02-27;1695,369;1679,209;1691,029;1685,856;89124660
2015-03-02;1701,067;1675,977;1686,64;1691,443;87736158
2015-03-03;1694,294;1660,292;1661,87;1687,689;89032513
2015-03-04;1667,194;1643,625;1664,5;1662,164;114816532
2015-03-05;1678,536;1669,108;1669,56;1669,548;90685288
2015-03-06;1675,289;1661,645;1662,546;1670,898;90281474
2015-03-09;1666,048;1642,46;1660,36;1658,912;89402803
2015-03-10;1661,784;1640,254;1641,71;1657,276;97652589
2015-03-11;1667,911;1634,805;1663,31;1636,675;124954238
2015-03-12;1666,784;1653,241;1661,69;1663,143;86037441
2015-03-13;1669,741;1660,466;1665,128;1669,027;83643753
2015-03-16;1690,267;1671,059;1689,67;1671,332;77713131
2015-03-17;1691,641;1666,742;1675,88;1689,887;80722877
2015-03-18;1710,167;1674,246;1703,96;1678,144;118458671
2015-03-19;1719,442;1699,313;1707,5;1706,128;113456188
2015-03-20;1710,921;1696,483;1710,87;1698,551;119987577
2015-03-23;1708,57;1695,374;1698,38;1708,097;97071380
2015-03-24;1704,051;1691,96;1701,29;1701,971;98312980
2015-03-25;1705,56;1688,994;1694,39;1700,992;115214832
2015-03-26;1675,944;1654,042;1675,61;1674,985;99883837
2015-03-27;1681,623;1662,305;1662,563;1673,374;82681775
2015-03-30;1687,175;1669,522;1687,17;1670,71;72268406
2015-03-31;1689,22;1666,739;1667,726;1685,974;95731504
2015-04-01;1677,665;1654,994;1669,49;1661,794;88051380
2015-04-02;1675,573;1668,861;1675,52;1671,185;28341772
2015-04-07;1700,632;1687,962;1697,43;1691,307;91198616
2015-04-08;1701,583;1686,255;1686,77;1696,76;90066655
2015-04-09;1695,94;1687,159;1695,94;1688,494;84546238
2015-04-10;1699,978;1692,536;1699,964;1695,805;93136979
2015-04-13;1701,079;1688,615;1700,36;1700,866;75276090
2015-04-14;1709,011;1694,978;1701,387;1699,736;93949940
2015-04-15;1714,616;1699,477;1710,61;1699,796;84051633
2015-04-16;1710,835;1690,929;1690,93;1710,592;89976668
2015-04-17;1690,077;1655,716;1655,716;1687,578;113847361
2015-04-20;1678,385;1658,883;1678,28;1658,883;79635099
2015-04-21;1697,502;1679,359;1694,73;1683,499;107243089
2015-04-22;1713,479;1685,605;1706,25;1698,14;165373597
2015-04-23;1716,89;1681,263;1689,77;1708,477;174303917
2015-04-24;1700,231;1689,895;1698,512;1694,566;117446913
2015-04-27;1720,02;1697,815;1719,93;1705,579;121679018
2015-04-28;1715,899;1671,509;1679,52;1713,795;136044944
2015-04-29;1691,041;1632,682;1636,18;1686,06;155363844
2015-04-30;1642,974;1615,449;1628,039;1633,481;95831234
2015-05-04;1644,296;1630,292;1634,1;1644,296;94077845
2015-05-05;1640,681;1595,379;1595,48;1631,553;137420973
2015-05-06;1602,483;1573,895;1584,18;1594,65;121103496
2015-05-07;1594,417;1558,164;1587,65;1577,327;139110116
2015-05-08;1619,006;1580,134;1616,455;1603,13;134903360
2015-05-11;1625,168;1607,645;1617,03;1614,737;84192319
2015-05-12;1609,893;1589,658;1600,1;1609,189;106172863
2015-05-13;1622,026;1603,95;1622,01;1603,999;49438615
2015-05-15;1637,106;1615,018;1616,483;1629,709;98570255
2015-05-18;1626,789;1611,586;1622,57;1621,333;84242870
2015-05-19;1637,046;1620,764;1633,26;1628,201;100613225
2015-05-20;1637,698;1626,594;1637,48;1633,966;68769943
2015-05-21;1642,191;1627,801;1642,19;1633,265;72921995
2015-05-22;1653,706;1639,394;1648,463;1644,086;62802311
2015-05-25;1650,69;1639,098;1650,69;1650,108;28562529
2015-05-26;1656,975;1636,159;1638,49;1650,057;73656124
2015-05-27;1664,162;1637,794;1664,08;1642,495;91179396
2015-05-28;1668,477;1657,987;1667,06;1661,608;75273178
2015-05-29;1669,133;1644,991;1644,991;1669,133;106785244
2015-06-01;1656,849;1644,759;1649,59;1648,469;69266084
2015-06-02;1657,585;1629,944;1638,65;1657,585;81227340
2015-06-03;1650,277;1632,269;1641,692;1642,259;74032604
2015-06-04;1639,259;1618,839;1625,016;1638,745;87448816
2015-06-05;1616,95;1601,16;1606,455;1616,95;76288061
2015-06-08;1608,24;1589,565;1589,57;1602,841;61732227
2015-06-09;1594,464;1569,461;1587,84;1588,306;69333118
2015-06-10;1613,027;1578,849;1610,38;1584,834;75221618
2015-06-11;1618,656;1596,477;1604,89;1609,403;83937486
2015-06-12;1611,403;1588,432;1597,333;1605,539;78579545
2015-06-15;1586,375;1561,524;1566,99;1584,364;87957478
2015-06-16;1585,797;1548,682;1582,23;1558,275;89918473
2015-06-17;1584,266;1565,857;1567,46;1582,897;74591044
2015-06-18;1565,227;1538,473;1562,43;1564,009;98089182
2015-06-22;1606,62;1581,633;1606,62;1591,518;101822505
2015-06-23;1628,239;1611,54;1620,95;1614,461;115671313
2015-06-24;1627,574;1606,751;1611,5;1623,868;90845768
2015-06-25;1613,166;1594,904;1601,12;1599,942;83874894
2015-06-26;1614,304;1584,033;1608,255;1593,597;64600271
2015-06-29;1585,781;1545,582;1559,8;1550,304;91159518
2015-06-30;1561,34;1537,928;1541,659;1556,68;111308743
2015-07-01;1582,095;1546,421;1575,5;1550,638;91801148
2015-07-02;1577,772;1560,626;1562,105;1573,816;80908609
2015-07-03;1564,29;1544,551;1553,602;1564,29;51884592
2015-07-06;1539,464;1525,901;1526,94;1530,99;77290820
2015-07-07;1541,712;1516,088;1516,12;1535,888;85819739
2015-07-08;1528,613;1507,007;1520,88;1519,597;80441908
2015-07-09;1552,039;1524,482;1549,59;1527,433;76718727
2015-07-10;1590,541;1570,634;1590,541;1579,54;92079032
2015-07-13;1616,562;1601,144;1614,42;1601,144;71076493
2015-07-14;1616,56;1607,138;1616,25;1612,17;61743852
2015-07-15;1612,552;1600,4;1601,97;1611,921;78816342
2015-07-16;1639,176;1611,19;1636,12;1611,813;125497147
2015-07-17;1648,806;1630,019;1635,466;1648,484;128478607
2015-07-20;1655,821;1641,482;1653,44;1641,482;73278429
2015-07-21;1658,935;1634,867;1636,42;1657,431;86455180
2015-07-22;1633,354;1621,269;1621,27;1631,246;76093349
2015-07-23;1636,492;1617,401;1619,81;1635,532;67183277
2015-07-24;1626,716;1611,187;1612,801;1618,61;65576227
2015-07-27;1608,065;1581,065;1581,33;1607,158;70717714
2015-07-28;1594,864;1578,395;1588,22;1587,579;65385750
2015-07-29;1603,322;1583,083;1597,86;1596,728;60095662
2015-07-30;1609,381;1592,193;1603,5;1605,837;59643539
2015-07-31;1615,644;1600,449;1615,644;1606,613;58374415
2015-08-03;1621,725;1610,489;1618,28;1615,436;53741749
2015-08-04;1616,898;1606,535;1611,88;1616,565;55724179
2015-08-05;1630,007;1615,626;1627,42;1615,626;68046565
2015-08-06;1627,482;1619,415;1621,56;1626,548;54035969
2015-08-07;1622,941;1612,283;1612,283;1621,348;50275226
2015-08-10;1636,632;1608,266;1636,54;1621,346;73797931
2015-08-11;1638,12;1611,606;1614,72;1633,818;97132360
2015-08-12;1604,032;1573,115;1575,036;1604,032;99474433
2015-08-13;1599,607;1586,287;1594,15;1597,394;69655800
2015-08-14;1598,293;1583,338;1586,826;1594,875;65959246
2015-08-17;1603,681;1578,41;1592,81;1598,694;69726225
2015-08-18;1592,839;1580,39;1583,53;1587,076;60432529
2015-08-19;1576,861;1553,267;1553,51;1576,861;82169731
2015-08-20;1553,537;1532,965;1534,39;1546,82;89187310
2015-08-21;1530,706;1495,357;1495,357;1516,192;118283072
2015-08-24;1471,653;1405,014;1428,08;1451,782;223030125
2015-08-25;1487,255;1440,983;1483,349;1446,856;170840065
2015-08-26;1490,481;1444,631;1458,196;1465,869;108430284
2015-08-27;1505,876;1485,665;1502,86;1494,492;116718530
2015-08-28;1509,706;1490,465;1509,706;1506,843;84008591
2015-08-31;1504,548;1486,613;1501,073;1502,834;61365373
2015-09-01;1489,069;1460,665;1469,865;1487,273;100980561
2015-09-02;1486,132;1464,405;1471,513;1477,392;81923719
2015-09-03;1506,528;1479,134;1500,211;1487,895;100271804
2015-09-04;1486,049;1459,485;1461,457;1485,481;88770066
2015-09-07;1479,877;1466,196;1471,752;1473,452;45544520
2015-09-08;1499,474;1480,666;1488,876;1482,956;75397491
2015-09-09;1524,234;1505,99;1507,146;1518,496;95885252
2015-09-10;1505,658;1487,908;1494,346;1495,046;96653138
2015-09-11;1499,116;1484,175;1488,407;1498,357;72847892
2015-09-14;1491,822;1462,761;1467,73;1489,022;97380790
2015-09-15;1475,109;1450,565;1469,08;1467,717;81057672
2015-09-16;1490,556;1477,594;1483,66;1480,048;80255421
2015-09-17;1488,698;1480,369;1486,46;1486,378;94306034
2015-09-18;1478,693;1446,98;1453,114;1478,656;122492585
2015-09-21;1467,565;1443,735;1462,661;1449,17;83662818
2015-09-22;1441,868;1424,532;1425,39;1440,886;138372506
2015-09-23;1432,381;1416,92;1421,5;1423,137;84696372
2015-09-24;1424,2;1378,942;1381,87;1422,862;136757901
2015-09-25;1421,627;1401,047;1418,471;1401,047;102417845
2015-09-28;1416,075;1389,377;1389,377;1414,924;92629403
2015-09-29;1403,298;1369,29;1391,88;1374,579;117661868
2015-09-30;1423,832;1407,34;1416,885;1415,024;119541293
2015-10-01;1435,974;1399,339;1404,45;1432,402;114603169
2015-10-02;1429,383;1396,198;1412,857;1416,658;112089910
2015-10-05;1456,972;1429,647;1456,97;1434,953;103227516
2015-10-06;1464,585;1441,353;1457,15;1457,384;95811332
2015-10-07;1471,635;1452,007;1452,01;1459,264;106585021
2015-10-08;1464,985;1447,363;1464,49;1448,422;90922166
2015-10-09;1490,197;1473,995;1483,74;1477,276;104168270
2015-10-12;1504,597;1472,522;1481,43;1488,08;81913342
2015-10-13;1483,467;1452,785;1460,11;1483,294;89299552
2015-10-14;1455,057;1441,29;1442,75;1451,659;97191524
2015-10-15;1453,87;1441,755;1453,87;1444,199;150491344
2015-10-16;1469,712;1444,88;1452,355;1463,949;112640346
2015-10-19;1466,738;1452,211;1458,0;1452,622;84086590
2015-10-20;1471,821;1449,553;1466,67;1463,827;112363200
2015-10-21;1463,135;1443,162;1452,09;1460,306;121074825
2015-10-22;1485,665;1434,719;1484,47;1449,294;128618854
2015-10-23;1514,847;1486,096;1506,591;1490,376;143131886
2015-10-26;1515,227;1499,289;1506,16;1506,493;85347816
2015-10-27;1504,078;1485,72;1487,03;1503,084;84011545
2015-10-28;1503,215;1482,03;1499,64;1490,959;82410439
2015-10-29;1505,98;1484,175;1495,86;1505,98;90237867
2015-10-30;1508,454;1496,515;1499,23;1498,287;42945009
2015-11-02;1509,698;1480,291;1502,44;1487,467;80829757
2015-11-03;1508,675;1496,129;1507,45;1506,044;76523735
2015-11-04;1533,946;1512,895;1529,43;1513,519;109209329
2015-11-05;1535,051;1521,128;1523,25;1530,42;97492406
2015-11-06;1536,579;1516,543;1526,49;1523,557;97864768
2015-11-09;1537,246;1511,55;1511,55;1530,356;78724963
2015-11-10;1517,852;1488,186;1499,4;1515,535;94427643
2015-11-11;1518,303;1503,157;1511,46;1504,436;67901865
2015-11-12;1512,612;1487,957;1488,4;1511,84;75540882
2015-11-13;1485,558;1468,999;1476,215;1481,76;77237577
2015-11-16;1485,677;1458,523;1479,039;1476,215;82938204
2015-11-17;1514,328;1479,236;1513,935;1479,236;85093221
2015-11-18;1515,212;1504,38;1514,181;1513,935;59042800
2015-11-19;1530,913;1507,831;1512,773;1514,181;78421815
2015-11-20;1525,476;1505,945;1521,869;1512,773;85115182
2015-11-23;1521,869;1509,272;1515,798;1521,869;62435531
2015-11-24;1515,798;1486,742;1488,894;1515,798;127445824
2015-11-25;1508,381;1487,953;1506,521;1488,894;87439782
2015-11-26;1524,623;1502,298;1522,284;1505,387;67053843
2015-11-27;1527,621;1511,622;1522,005;1519,6;52167493
2015-11-30;1542,119;1515,328;1536,052;1521,903;104820564
2015-12-01;1546,532;1527,453;1530,515;1536,275;83807384
2015-12-02;1539,539;1521,637;1533,867;1530,611;89276317
2015-12-03;1544,939;1502,413;1502,413;1533,74;123604761
2015-12-04;1501,983;1475,786;1485,324;1501,983;102179557
2015-12-07;1504,606;1489,619;1494,518;1490,255;75372369
2015-12-08;1494,056;1450,436;1454,993;1494,056;101834603
2015-12-09;1460,847;1428,622;1440,935;1455,739;116792142
2015-12-10;1444,673;1427,585;1433,412;1440,007;88730847
2015-12-11;1433,375;1399,899;1401,14;1433,375;108386614
2015-12-14;1418,657;1388,784;1389,255;1401,806;107420974
2015-12-15;1427,109;1389,255;1426,474;1389,255;110143723
2015-12-16;1439,501;1418,871;1428,022;1426,726;101334354
2015-12-17;1461,492;1429,724;1438,32;1429,724;101141079
2015-12-18;1435,794;1415,12;1422,633;1435,794;105503396
2015-12-21;1443,798;1419,125;1419,125;1422,633;90556198
2015-12-22;1428,448;1410,237;1413,737;1419,352;71700426
2015-12-23;1446,693;1415,015;1446,693;1415,015;72466213
2015-12-28;1451,71;1432,546;1434,056;1447,692;50472216
2015-12-29;1452,947;1435,119;1452,947;1435,119;98286160
2015-12-30;1455,424;1442,169;1446,824;1453,195;59692837
2016-01-04;1441,34;1394,271;1394,387;1410,91;93981804
2016-01-05;1410,469;1384,048;1387,031;1398,004;46504036
2016-01-07;1379,656;1326,697;1357,118;1379,656;175746744
2016-01-08;1379,954;1348,763;1348,763;1359,095;107354195
2016-01-11;1362,035;1342,681;1348,642;1348,23;90756426
2016-01-12;1369,049;1345,671;1351,259;1348,416;102273734
2016-01-13;1377,867;1352,611;1360,978;1352,611;100038722
2016-01-14;1359,079;1326,711;1339,469;1359,079;166859739
2016-01-15;1348,506;1296,921;1305,241;1339,642;135772486
2016-01-18;1322,59;1300,54;1306,02;1306,02;87034664
2016-01-19;1341,733;1311,722;1332,165;1311,722;112168836
2016-01-20;1332,165;1289,401;1290,946;1332,165;118335449
2016-01-21;1319,811;1283,13;1312,6;1290,235;123405648
2016-01-22;1364,238;1320,142;1361,361;1320,142;124916405
2016-01-25;1367,806;1345,549;1354,412;1362,354;92426787
2016-01-26;1376,117;1332,398;1375,735;1351,422;105874800
2016-01-27;1377,468;1353,642;1365,59;1377,468;142143490
2016-01-28;1366,764;1328,277;1333,319;1360,606;158015997
2016-01-29;1359,92;1335,932;1356,321;1339,334;145874693
2016-02-01;1365,895;1335,135;1342,433;1357,131;106852358
2016-02-02;1340,382;1314,188;1320,291;1340,178;119679167
2016-02-03;1331,615;1295,5;1305,49;1320,545;128120559
2016-02-04;1334,825;1304,826;1333,723;1310,898;157465339
2016-02-05;1347,465;1322,684;1330,111;1333,662;151914522
2016-02-08;1339,601;1273,274;1273,952;1330,901;135662657
2016-02-09;1288,521;1253,632;1271,445;1274,593;158693537
2016-02-10;1306,165;1272,107;1297,818;1272,162;127176211
2016-02-11;1296,339;1247,063;1247,063;1296,339;155037604
2016-02-12;1286,665;1248,279;1286,665;1248,279;143487266
2016-02-15;1336,173;1290,624;1336,173;1290,624;106790386
2016-02-16;1349,865;1323,587;1328,145;1336,173;110985381
2016-02-17;1374,247;1329,731;1374,247;1329,731;106826974
2016-02-18;1381,533;1359,827;1362,984;1374,247;99580925
2016-02-19;1370,437;1349,498;1355,946;1363,009;115015999
2016-02-22;1385,743;1357,321;1385,743;1357,321;95107575
2016-02-23;1385,797;1366,51;1366,527;1385,16;84197038
2016-02-24;1368,895;1324,456;1327,847;1366,915;140313237
2016-02-25;1360,967;1328,236;1360,967;1328,236;87526584
2016-02-26;1378,769;1363,465;1370,799;1363,763;76706397
2016-02-29;1374,574;1345,167;1372,538;1370,799;83001782
